Transaction_ID,Timestamp,Customer_ID,Amount,Merchant_Category,Distance_from_Home,Device_Type,IP_Risk_Score,Avg_Spending_Habit,Is_Weekend,Is_Night_Transaction,Is_Fraud,Hour,DayOfWeek,Anomaly,Spending_Deviation,Risk_Score,Risk_Level
TRX-003927,2025-02-06 02:32:00,CUST-1621,49.6,Groceries,0.0123,Android,0.54,146.57,0,1,0,2,3,0,0.6571118791082199,33.02,Normal
TRX-003928,2025-02-06 12:20:00,CUST-1519,39.48,Groceries,0.0123,Android,0.78,100.39,0,0,0,12,3,0,0.6007495808265115,30.27,Normal
TRX-003929,2025-01-13 18:59:00,CUST-1590,23.93,Food_Dining,0.0123,iOS,0.15,190.22,0,0,0,18,0,0,0.8696266080953875,43.53,Suspicious
TRX-003930,2025-01-17 03:36:00,CUST-1340,2010.55,Luxury_Goods,0.0123,iOS,0.11,160.61,0,1,1,3,4,1,11.446940164593775,70.03,High Risk
TRX-003931,2025-01-17 03:38:00,CUST-1066,31.15,Online_Services,0.0123,iOS,0.94,118.89,0,1,1,3,4,0,0.7318375177245809,36.87,Normal
TRX-003932,2025-02-07 04:03:00,CUST-1308,420.21,Electronics,0.0123,iOS,0.24,96.91,0,1,0,4,4,0,3.3020120518843834,50.07,Suspicious
TRX-003933,2025-03-03 04:41:00,CUST-1204,58.15,Food_Dining,0.0123,Web_Browser,0.7,140.3,0,1,0,4,0,1,0.5813871196036801,49.28,Suspicious
TRX-003934,2025-02-03 07:08:00,CUST-1041,31.94,Food_Dining,0.0123,iOS,0.93,93.29,0,0,0,7,0,0,0.65065224307986,32.81,Normal
TRX-003935,2025-03-22 08:53:00,CUST-1073,19.65,Transport,0.0123,iOS,0.3,69.49,1,0,0,8,5,0,0.7070506454816285,35.44,Normal
TRX-003936,2025-01-07 21:57:00,CUST-1246,26.08,Online_Services,0.0123,iOS,0.26,170.89,0,0,0,21,1,0,0.8424573855372622,42.2,Suspicious
TRX-003937,2025-03-11 01:15:00,CUST-1383,14.83,Transport,0.0123,Android,0.09,148.95,0,1,0,1,1,0,0.8944314771590529,44.75,Suspicious
TRX-003938,2025-03-18 03:49:00,CUST-1534,20.62,Food_Dining,0.0123,Android,0.75,113.18,0,1,0,3,1,0,0.8106498511122788,40.76,Suspicious
TRX-003939,2025-02-14 09:59:00,CUST-1866,10.35,Transport,0.0123,iOS,0.64,121.05,0,0,0,9,4,0,0.9070053256861942,45.54,Suspicious
TRX-003940,2025-01-08 14:19:00,CUST-1332,327.75,Electronics,0.0123,iOS,0.17,132.49,0,0,0,14,2,0,1.462731290733388,50.05,Suspicious
TRX-003941,2025-03-27 13:56:00,CUST-1868,8.18,Transport,0.0123,Android,0.74,75.47,0,0,0,13,3,0,0.87995292271479,44.22,Suspicious
TRX-003942,2025-03-07 11:28:00,CUST-1982,25.5,Food_Dining,0.0123,iOS,0.59,76.99,0,0,0,11,4,0,0.6602128478010001,33.19,Normal
TRX-003943,2025-02-08 13:32:00,CUST-1966,74.07,Online_Services,0.0123,iOS,0.69,105.45,1,0,0,13,5,0,0.29478628464067647,14.95,Normal
TRX-003944,2025-02-28 05:49:00,CUST-1621,37.57,Food_Dining,0.0123,iOS,0.2,67.18,0,0,0,5,4,0,0.4342915811088296,21.77,Normal
TRX-003945,2025-02-11 00:49:00,CUST-1664,65.06,Groceries,0.0123,Android,0.09,95.87,0,1,0,0,1,0,0.3180551254258284,15.93,Normal
TRX-003946,2025-02-22 10:21:00,CUST-1622,33.78,Food_Dining,0.0123,iOS,0.99,73.1,1,0,0,10,5,0,0.530634278002699,26.83,Normal
TRX-003947,2025-03-04 22:28:00,CUST-1354,32.87,Food_Dining,0.0123,Android,0.45,94.35,0,0,0,22,1,0,0.6447823807026744,32.37,Normal
TRX-003948,2025-02-17 03:48:00,CUST-1422,582.55,Electronics,0.0123,Android,0.69,114.28,0,1,1,3,0,0,4.062022900763359,50.21,Suspicious
TRX-003949,2025-03-12 10:20:00,CUST-1337,54.95,Online_Services,0.0123,Android,0.67,75.96,0,0,0,10,2,0,0.2729989604989604,13.85,Normal
TRX-003950,2025-01-22 03:44:00,CUST-1417,138.19,Groceries,0.0123,iOS,0.54,79.45,0,1,0,3,2,0,0.7301429459291484,36.67,Normal
TRX-003951,2025-01-09 00:20:00,CUST-1553,61.67,Online_Services,0.0123,Android,0.36,134.86,0,1,0,0,3,0,0.5387163256293244,27.04,Normal
TRX-003952,2025-01-16 15:53:00,CUST-1032,24.71,Food_Dining,0.0123,iOS,0.29,124.8,0,0,0,15,3,0,0.7956279809220986,39.87,Normal
TRX-003953,2025-02-09 10:47:00,CUST-1042,1109.14,Electronics,0.0123,iOS,0.38,146.38,1,0,0,10,6,0,6.532501017777175,50.11,Suspicious
TRX-003954,2025-03-26 08:46:00,CUST-1011,23.15,Food_Dining,0.0123,Android,0.4,130.45,0,0,0,8,2,0,0.8162799543552681,40.93,Suspicious
TRX-003955,2025-03-05 08:18:00,CUST-1360,50.05,Food_Dining,0.0123,Android,0.26,36.8,0,0,0,8,2,0,0.3505291005291006,17.6,Normal
TRX-003956,2025-03-22 18:48:00,CUST-1650,30.29,Groceries,0.0123,Android,0.16,89.27,1,0,0,18,5,0,0.6533732136922565,32.72,Normal
TRX-003957,2025-02-24 16:30:00,CUST-1237,9.87,Transport,0.0123,iOS,0.07,101.16,0,0,0,16,0,0,0.8935982772122161,44.7,Suspicious
TRX-003958,2025-01-30 23:59:00,CUST-1733,1098.39,Electronics,0.0123,iOS,0.54,61.94,0,0,0,23,3,0,16.467270416269464,50.16,Suspicious
TRX-003959,2025-03-07 08:54:00,CUST-1001,22.41,Food_Dining,0.0123,Android,0.85,92.31,0,0,0,8,4,0,0.7491158503911692,37.71,Normal
TRX-003960,2025-02-17 00:25:00,CUST-1346,79.89,Groceries,0.0123,Android,0.9,134.98,0,1,1,0,0,0,0.405133107809972,20.53,Normal
TRX-003961,2025-01-22 00:16:00,CUST-1681,115.48,Food_Dining,0.0123,Android,0.89,84.21,0,1,1,0,2,0,0.36697570707663435,18.62,Normal
TRX-003962,2025-01-15 06:23:00,CUST-1662,40.37,Online_Services,0.0123,iOS,0.45,54.35,0,0,0,6,2,0,0.2525745257452575,12.76,Normal
TRX-003963,2025-03-13 13:53:00,CUST-1303,40.45,Food_Dining,0.0123,Android,0.96,114.41,0,0,0,13,3,0,0.6408456806169309,32.33,Normal
TRX-003964,2025-01-15 23:37:00,CUST-1726,37.52,Groceries,0.0123,iOS,0.0,112.93,0,0,0,23,2,0,0.6618976564557184,33.09,Normal
TRX-003965,2025-01-08 23:12:00,CUST-1503,12.44,Transport,0.0123,iOS,0.61,101.33,0,0,0,23,2,0,0.8686602169451774,43.62,Suspicious
TRX-003966,2025-03-07 19:42:00,CUST-1160,599.5,Electronics,0.0123,Android,0.92,104.69,0,0,1,19,4,0,4.681710663260479,50.28,Suspicious
TRX-003967,2025-02-28 02:17:00,CUST-1192,18.46,Transport,0.0123,Android,0.18,92.42,0,1,0,2,4,0,0.7916934275315779,39.64,Normal
TRX-003968,2025-01-25 18:11:00,CUST-1666,36.89,Groceries,0.0123,Android,0.15,81.68,1,0,0,18,5,0,0.5417271407837446,27.13,Normal
TRX-003969,2025-01-17 22:55:00,CUST-1899,40.91,Transport,0.0123,iOS,0.92,69.14,0,0,0,22,4,0,0.40248075278015405,20.4,Normal
TRX-003970,2025-03-20 16:11:00,CUST-1196,37.06,Food_Dining,0.0123,Web_Browser,0.87,59.14,0,0,0,16,3,0,0.36714333222480877,18.62,Normal
TRX-003971,2025-01-07 03:15:00,CUST-1014,7.68,Transport,0.0123,iOS,0.18,93.88,0,1,0,3,1,0,0.9085160202360876,45.48,Suspicious
TRX-003972,2025-02-13 00:26:00,CUST-1072,409.38,Electronics,4.8088,Android,0.36,105.96,0,1,1,0,3,1,2.8367614061331343,70.11,High Risk
TRX-003973,2025-01-18 09:44:00,CUST-1031,13.74,Transport,0.0123,Android,0.4,141.75,1,0,0,9,5,0,0.8967425569176882,44.96,Suspicious
TRX-003974,2025-03-16 08:42:00,CUST-1740,17.91,Food_Dining,0.0123,Android,0.85,171.17,1,0,0,8,6,0,0.8901666957077308,44.76,Suspicious
TRX-003975,2025-03-01 16:11:00,CUST-1266,607.15,Electronics,0.0123,Android,0.35,133.08,1,0,0,16,5,0,3.535724940334128,50.1,Suspicious
TRX-003976,2025-01-08 17:21:00,CUST-1770,47.79,Groceries,0.0123,iOS,0.77,107.2,0,0,0,17,2,0,0.5490757855822551,27.68,Normal
TRX-003977,2025-03-27 11:40:00,CUST-1009,53.06,Food_Dining,0.0123,iOS,0.25,80.54,0,0,0,11,3,0,0.3370125091979397,16.93,Normal
TRX-003978,2025-01-25 14:48:00,CUST-1495,18.73,Transport,0.0123,Android,0.67,77.47,1,0,0,14,5,0,0.748566331081942,37.63,Normal
TRX-003979,2025-03-10 07:24:00,CUST-1257,58.64,Groceries,0.0123,iOS,0.04,116.06,0,0,0,7,0,0,0.49051768323936445,24.54,Normal
TRX-003980,2025-02-02 17:02:00,CUST-1629,55.23,Online_Services,0.0123,Android,0.96,107.12,1,0,0,17,6,0,0.4799297077321495,24.28,Normal
TRX-003981,2025-03-17 04:07:00,CUST-1194,41.48,Groceries,0.0123,iOS,0.45,121.43,0,1,0,4,0,0,0.653026219063955,32.79,Normal
TRX-003982,2025-01-08 08:12:00,CUST-1720,15.74,Online_Services,0.0123,Android,0.01,50.99,0,0,0,8,2,0,0.6780150028851702,33.9,Normal
TRX-003983,2025-03-20 12:21:00,CUST-1103,3688.96,Luxury_Goods,0.0123,iOS,0.61,147.99,0,0,1,12,3,1,23.76649439559702,70.18,High Risk
TRX-003984,2025-01-27 05:26:00,CUST-1915,15.46,Food_Dining,0.0123,Android,0.1,87.27,0,0,0,5,0,0,0.8135266795060611,40.71,Suspicious
TRX-003985,2025-03-02 13:41:00,CUST-1869,23.51,Transport,0.0123,Android,0.39,15.15,1,0,0,13,6,0,0.5176470588235296,26.0,Normal
TRX-003986,2025-01-05 09:54:00,CUST-1671,26.64,Groceries,0.0123,Android,0.27,81.48,1,0,0,9,6,0,0.6648884578079535,33.33,Normal
TRX-003987,2025-02-06 01:04:00,CUST-1494,17.4,Food_Dining,0.0123,iOS,0.11,90.24,0,1,0,1,3,0,0.7983340640070146,39.95,Normal
TRX-003988,2025-01-22 10:48:00,CUST-1563,42.67,Online_Services,0.0123,Android,0.66,65.72,0,0,0,10,2,0,0.34547362110311747,17.47,Normal
TRX-003989,2025-01-17 07:32:00,CUST-1715,32.17,Transport,0.0123,Android,0.01,63.76,0,0,0,7,4,0,0.4878011117974058,24.39,Normal
TRX-003990,2025-03-21 20:14:00,CUST-1774,386.31,Electronics,0.0123,iOS,0.19,109.73,0,0,0,20,4,0,2.497787410819109,50.06,Suspicious
TRX-003991,2025-02-21 22:33:00,CUST-1895,1476.63,Electronics,0.0123,iOS,0.44,67.33,0,0,0,22,4,0,20.62490853212352,50.13,Suspicious
TRX-003992,2025-03-03 03:26:00,CUST-1463,12.67,Transport,0.0123,Web_Browser,0.82,66.69,0,1,1,3,0,1,0.7980499335204609,60.15,Suspicious
TRX-003993,2025-01-25 01:43:00,CUST-1580,53.87,Groceries,4.8088,Android,0.14,107.15,1,1,1,1,5,1,0.49264909847434124,44.67,Suspicious
TRX-003994,2025-01-24 06:32:00,CUST-1205,27.64,Food_Dining,0.0123,iOS,0.76,119.97,0,0,0,6,4,0,0.7632470860543936,38.39,Normal
TRX-003995,2025-03-02 16:13:00,CUST-1742,14.75,Transport,0.0123,iOS,0.89,115.73,1,0,0,16,6,0,0.8650732459521974,43.52,Suspicious
TRX-003996,2025-01-22 03:08:00,CUST-1147,19.05,Food_Dining,0.0123,Android,0.35,112.71,0,1,0,3,2,0,0.823674259080116,41.29,Suspicious
TRX-003997,2025-01-25 04:23:00,CUST-1937,16.15,Transport,0.0123,Android,1.0,125.52,1,1,1,4,5,0,0.8644483085678154,43.52,Suspicious
TRX-003998,2025-01-26 05:46:00,CUST-1801,35.71,Food_Dining,4.8088,Web_Browser,0.57,147.17,1,0,0,5,6,1,0.7522440440035094,57.78,Suspicious
TRX-003999,2025-01-05 12:38:00,CUST-1859,55.44,Online_Services,0.0123,iOS,0.47,53.16,1,0,0,12,6,0,0.042097488921713465,2.25,Normal
TRX-004000,2025-01-25 00:36:00,CUST-1768,32.74,Food_Dining,0.0123,Android,0.13,95.16,1,1,0,0,5,0,0.6491264559068219,32.5,Normal
TRX-004001,2025-02-23 03:41:00,CUST-1025,35.56,Groceries,0.0123,iOS,0.36,120.22,1,1,0,3,6,0,0.6983996040257383,35.03,Normal
TRX-004002,2025-01-01 19:37:00,CUST-1471,8.0,Groceries,0.0123,iOS,0.95,119.29,0,0,0,19,2,0,0.925180813035165,46.54,Suspicious
TRX-004003,2025-03-06 06:07:00,CUST-1579,101.16,Groceries,0.0123,iOS,0.16,67.03,0,0,0,6,3,0,0.5016904306923415,25.13,Normal
TRX-004004,2025-02-28 00:02:00,CUST-1444,7.49,Groceries,0.0123,Android,0.13,104.38,0,1,0,0,4,0,0.9194344277851585,46.01,Suspicious
TRX-004005,2025-03-04 21:26:00,CUST-1456,28.34,Food_Dining,0.0123,Android,0.08,120.37,0,0,0,21,1,0,0.7582598665238527,37.94,Normal
TRX-004006,2025-01-19 16:12:00,CUST-1802,66.73,Groceries,0.0123,Android,0.91,64.41,1,0,0,16,6,0,0.035468582785506915,2.05,Normal
TRX-004007,2025-03-31 10:07:00,CUST-1712,47.98,Groceries,0.0123,Android,0.68,165.91,0,0,0,10,0,0,0.7065484392786532,35.53,Normal
TRX-004008,2025-01-12 08:36:00,CUST-1343,101.52,Groceries,0.0123,Android,0.79,99.69,1,0,0,8,6,0,0.01817459529248186,1.15,Normal
TRX-004009,2025-01-07 04:33:00,CUST-1892,48.58,Food_Dining,0.0123,Android,0.42,124.77,0,1,0,4,1,0,0.6057883438021786,30.42,Normal
TRX-004010,2025-01-23 06:03:00,CUST-1423,613.11,Electronics,0.0123,Web_Browser,0.12,41.22,0,0,0,6,3,1,13.5454760776883,70.04,High Risk
TRX-004011,2025-02-26 06:15:00,CUST-1140,46.08,Online_Services,0.0123,iOS,0.16,66.71,0,0,0,6,2,0,0.30468173091123907,15.28,Normal
TRX-004012,2025-01-15 18:56:00,CUST-1624,969.72,Electronics,0.0123,Android,0.09,96.89,0,0,0,18,2,0,8.916436816835224,50.03,Suspicious
TRX-004013,2025-01-13 14:04:00,CUST-1040,83.05,Groceries,0.0123,Android,0.77,73.73,0,0,0,14,0,0,0.1247156429813996,6.47,Normal
TRX-004014,2025-03-07 09:50:00,CUST-1424,16.65,Food_Dining,0.0123,iOS,0.31,144.05,0,0,0,9,4,0,0.8783178214408824,44.01,Suspicious
TRX-004015,2025-01-27 10:12:00,CUST-1500,15.56,Transport,0.0123,iOS,0.68,87.59,0,0,0,10,0,0,0.8130714527599051,40.86,Suspicious
TRX-004016,2025-02-19 13:49:00,CUST-1623,39.46,Food_Dining,0.0123,Android,0.94,110.21,0,0,0,13,2,0,0.6361837964211852,32.09,Normal
TRX-004017,2025-03-02 01:21:00,CUST-1347,41.8,Food_Dining,0.0123,Android,0.06,110.1,1,1,0,1,6,0,0.6147614761476148,30.76,Normal
TRX-004018,2025-02-08 00:48:00,CUST-1989,54.4,Groceries,0.0123,iOS,0.01,69.97,1,1,0,0,5,0,0.2193884740030999,10.97,Normal
TRX-004019,2025-02-28 17:06:00,CUST-1761,20.66,Groceries,0.0123,Android,0.27,130.61,0,0,0,17,4,0,0.8354228402097106,41.85,Suspicious
TRX-004020,2025-02-20 22:30:00,CUST-1115,14.2,Transport,0.0123,Android,0.66,119.72,0,0,0,22,3,0,0.8740888005301524,43.9,Suspicious
TRX-004021,2025-02-24 11:55:00,CUST-1653,365.03,Electronics,0.0123,Android,0.71,136.19,0,0,0,11,0,0,1.6680516072600042,50.21,Suspicious
TRX-004022,2025-01-23 03:18:00,CUST-1699,24.64,Food_Dining,0.0123,iOS,0.34,32.34,0,1,0,3,3,0,0.23095380923815242,11.65,Normal
TRX-004023,2025-02-25 21:23:00,CUST-1550,44.28,Online_Services,0.0123,Web_Browser,0.11,66.33,0,0,0,21,1,1,0.32749145997326595,36.41,Normal
TRX-004024,2025-02-08 18:58:00,CUST-1453,35.51,Transport,0.0123,Android,0.92,118.26,1,0,0,18,5,0,0.6938621499245347,34.97,Normal
TRX-004025,2025-01-29 22:01:00,CUST-1755,526.87,Electronics,0.0123,Android,0.55,76.68,0,0,0,22,2,0,5.795442842430483,50.17,Suspicious
TRX-004026,2025-03-06 21:44:00,CUST-1157,2070.22,Luxury_Goods,0.0123,Web_Browser,0.4,89.95,0,0,1,21,3,1,21.77317207256734,70.12,High Risk
TRX-004027,2025-01-15 14:37:00,CUST-1574,59.01,Food_Dining,0.0123,Android,0.22,120.79,0,0,0,14,2,0,0.5072666064537319,25.43,Normal
TRX-004028,2025-03-24 02:56:00,CUST-1998,20.18,Food_Dining,0.0123,iOS,0.46,75.45,0,1,0,2,0,0,0.7229561805101373,36.29,Normal
TRX-004029,2025-01-01 10:33:00,CUST-1348,14.28,Groceries,0.0123,Android,0.49,147.04,0,0,0,10,2,0,0.8967846527965415,44.99,Suspicious
TRX-004030,2025-01-16 01:32:00,CUST-1662,405.8,Electronics,0.0123,Android,0.29,59.21,0,1,1,1,3,0,5.756352765321376,50.09,Suspicious
TRX-004031,2025-03-04 17:43:00,CUST-1847,46.96,Online_Services,0.0123,Android,0.86,88.6,0,0,0,17,1,0,0.4647321428571428,23.49,Normal
TRX-004032,2025-02-11 18:16:00,CUST-1109,48.45,Groceries,0.0123,iOS,0.59,88.52,0,0,0,18,1,0,0.4476094727435209,22.56,Normal
TRX-004033,2025-03-09 07:41:00,CUST-1562,5.91,Transport,0.0123,iOS,0.07,100.54,1,0,0,7,6,0,0.9319480007878669,46.62,Suspicious
TRX-004034,2025-02-26 07:38:00,CUST-1611,19.15,Food_Dining,0.0123,iOS,0.93,136.37,0,0,0,7,2,0,0.8533158622697823,42.94,Suspicious
TRX-004035,2025-01-14 21:12:00,CUST-1770,99.67,Groceries,0.0123,iOS,0.56,88.28,0,0,0,21,1,0,0.12757616487455198,6.55,Normal
TRX-004036,2025-01-04 21:25:00,CUST-1188,53.0,Groceries,0.0123,Android,0.73,101.0,1,0,0,21,5,0,0.47058823529411764,23.75,Normal
TRX-004037,2025-03-11 16:44:00,CUST-1623,32.12,Online_Services,0.0123,Android,0.7,105.99,0,0,0,16,1,0,0.6904383587251146,34.73,Normal
TRX-004038,2025-01-25 19:41:00,CUST-1916,22.92,Groceries,0.0123,iOS,0.06,119.5,1,0,0,19,5,0,0.8014937759336099,40.09,Suspicious
TRX-004039,2025-03-16 22:17:00,CUST-1158,125.56,Groceries,0.0123,iOS,0.12,84.56,1,0,0,22,6,0,0.4791958859280037,24.0,Normal
TRX-004040,2025-03-02 21:17:00,CUST-1959,20.35,Food_Dining,0.0123,iOS,0.57,116.46,1,0,0,21,6,0,0.8182359952324194,41.08,Suspicious
TRX-004041,2025-01-04 14:25:00,CUST-1124,37.78,Online_Services,0.0123,Android,0.85,131.33,1,0,0,14,5,0,0.7069447593138366,35.6,Normal
TRX-004042,2025-01-24 15:36:00,CUST-1403,41.42,Food_Dining,0.0123,iOS,0.24,32.32,0,0,0,15,4,0,0.273109243697479,13.73,Normal
TRX-004043,2025-02-25 15:39:00,CUST-1479,16.4,Food_Dining,0.0123,Android,0.86,162.37,0,0,0,15,1,0,0.8934932974230274,44.93,Suspicious
TRX-004044,2025-03-22 06:00:00,CUST-1059,30.52,Groceries,0.0123,iOS,0.99,125.54,1,0,0,6,5,0,0.7509088035403826,37.84,Normal
TRX-004045,2025-02-25 04:22:00,CUST-1235,19.97,Online_Services,0.0123,Web_Browser,0.61,133.12,0,1,0,4,1,1,0.8436474798687742,62.37,Suspicious
TRX-004046,2025-01-26 09:37:00,CUST-1692,47.0,Online_Services,4.8088,iOS,0.04,73.69,1,0,0,9,6,1,0.35734368724059445,37.88,Normal
TRX-004047,2025-01-05 02:46:00,CUST-1958,50.94,Online_Services,0.0123,iOS,0.34,57.21,1,1,0,2,6,1,0.10771345129702806,25.49,Normal
TRX-004048,2025-03-31 08:24:00,CUST-1902,42.93,Online_Services,0.0123,Android,0.96,153.24,0,0,0,8,0,0,0.7151841286307054,36.05,Normal
TRX-004049,2025-02-24 20:35:00,CUST-1454,9.19,Transport,0.0123,iOS,0.98,134.46,0,0,0,20,0,0,0.9247748412815592,46.53,Suspicious
TRX-004050,2025-01-02 16:59:00,CUST-1483,44.2,Groceries,0.0123,Android,0.91,143.96,0,0,0,16,3,0,0.6881898454746137,34.68,Normal
TRX-004051,2025-03-04 15:13:00,CUST-1293,26.7,Food_Dining,0.0123,Android,0.86,108.99,0,0,0,15,1,0,0.7481589235385034,37.67,Normal
TRX-004052,2025-02-19 15:41:00,CUST-1532,64.25,Groceries,0.0123,Android,0.28,81.77,0,0,0,15,2,0,0.21167089525190283,10.67,Normal
TRX-004053,2025-02-23 20:26:00,CUST-1759,58.43,Groceries,0.0123,Android,0.14,91.19,1,0,0,20,6,0,0.3553530751708428,17.81,Normal
TRX-004054,2025-02-04 23:49:00,CUST-1977,16.84,Transport,4.8088,iOS,0.61,121.32,0,0,0,23,1,0,0.8541530412034009,42.89,Suspicious
TRX-004055,2025-03-23 02:16:00,CUST-1345,18.05,Food_Dining,0.0123,iOS,0.57,104.42,1,1,0,2,6,0,0.8192942515651679,41.14,Suspicious
TRX-004056,2025-03-04 11:03:00,CUST-1124,80.02,Groceries,0.0123,Android,0.8,96.86,0,0,0,11,1,0,0.17208256693235238,8.84,Normal
TRX-004057,2025-03-11 16:18:00,CUST-1969,654.84,Electronics,0.0123,Android,0.96,106.4,0,0,1,16,1,0,5.106517690875233,50.29,Suspicious
TRX-004058,2025-02-05 18:12:00,CUST-1035,54.9,Online_Services,0.0123,iOS,0.33,110.98,0,0,0,18,2,0,0.500803714949098,25.14,Normal
TRX-004059,2025-02-17 17:15:00,CUST-1408,10.92,Transport,0.0123,iOS,0.53,59.76,0,0,0,17,0,0,0.803818301514154,40.35,Suspicious
TRX-004060,2025-03-21 05:20:00,CUST-1517,19.14,Transport,0.0123,iOS,0.74,107.48,0,0,0,5,4,0,0.8143436578171092,40.94,Suspicious
TRX-004061,2025-03-02 08:01:00,CUST-1240,1182.77,Electronics,0.0123,Android,0.96,106.64,1,0,1,8,6,1,9.997491638795985,70.29,High Risk
TRX-004062,2025-01-05 16:11:00,CUST-1368,667.07,Electronics,0.0123,Web_Browser,0.2,85.92,1,0,0,16,6,1,6.686033133916245,70.06,High Risk
TRX-004063,2025-02-24 18:45:00,CUST-1212,25.27,Online_Services,0.0123,iOS,0.73,132.54,0,0,0,18,0,0,0.8032799161299985,40.38,Suspicious
TRX-004064,2025-02-02 04:22:00,CUST-1273,1405.55,Luxury_Goods,0.0123,Android,0.79,102.28,1,1,1,4,6,1,12.618803253292022,70.24,High Risk
TRX-004065,2025-02-13 07:12:00,CUST-1821,13.02,Food_Dining,0.0123,Android,0.74,92.41,0,0,0,7,3,0,0.8499090033187026,42.72,Suspicious
TRX-004066,2025-03-21 12:02:00,CUST-1651,29.59,Food_Dining,0.0123,Android,0.39,84.14,0,0,0,12,4,0,0.6407094197791872,32.15,Normal
TRX-004067,2025-01-29 15:01:00,CUST-1876,1255.89,Electronics,0.0123,Android,0.19,49.26,0,0,0,15,2,0,24.007759649820933,50.06,Suspicious
TRX-004068,2025-02-18 11:36:00,CUST-1243,17.33,Food_Dining,0.0123,Android,0.99,78.44,0,0,0,11,1,0,0.7692598187311178,38.76,Normal
TRX-004069,2025-03-18 15:12:00,CUST-1999,30.77,Online_Services,0.0123,iOS,0.46,111.2,0,0,0,15,1,0,0.7168449197860963,35.98,Normal
TRX-004070,2025-03-12 12:58:00,CUST-1205,37.0,Food_Dining,0.0123,iOS,0.06,76.02,0,0,0,12,2,0,0.5066216567125422,25.35,Normal
TRX-004071,2025-01-07 19:37:00,CUST-1065,12.28,Transport,0.0123,iOS,0.03,100.67,0,0,0,19,1,0,0.8693813317596144,43.48,Suspicious
TRX-004072,2025-01-26 15:24:00,CUST-1819,14.54,Transport,0.0123,iOS,0.29,139.65,1,0,0,15,6,0,0.8895129754710275,44.56,Suspicious
TRX-004073,2025-03-09 09:34:00,CUST-1119,12.79,Food_Dining,0.0123,iOS,0.96,139.48,1,0,0,9,6,0,0.9018365603644647,45.38,Suspicious
TRX-004074,2025-03-31 08:04:00,CUST-1048,38.97,Groceries,0.0123,Android,0.88,129.27,0,0,0,8,0,0,0.693175711982805,34.92,Normal
TRX-004075,2025-01-03 05:35:00,CUST-1903,96.41,Groceries,0.0123,iOS,0.42,68.73,0,0,0,5,4,0,0.3969597017065824,19.97,Normal
TRX-004076,2025-01-07 00:23:00,CUST-1984,1712.62,Luxury_Goods,0.0123,iOS,0.15,122.25,0,1,1,0,1,1,12.903610547667341,70.04,High Risk
TRX-004077,2025-02-02 17:13:00,CUST-1764,35.46,Food_Dining,4.8088,Android,0.92,91.05,1,0,1,17,6,1,0.603910917979359,50.47,Suspicious
TRX-004078,2025-01-10 22:49:00,CUST-1957,93.05,Online_Services,0.0123,Android,0.62,152.86,0,0,0,22,4,0,0.3887300142987132,19.62,Normal
TRX-004079,2025-02-23 09:27:00,CUST-1902,66.78,Groceries,0.0123,iOS,0.48,159.41,1,0,0,9,6,0,0.5774577644785238,29.02,Normal
TRX-004080,2025-01-06 00:15:00,CUST-1165,31.56,Food_Dining,0.0123,iOS,0.04,90.62,0,1,0,0,0,0,0.6446190788037547,32.24,Normal
TRX-004081,2025-03-16 08:06:00,CUST-1995,675.27,Electronics,0.0123,iOS,0.92,129.26,1,0,1,8,6,0,4.191693536004913,50.28,Suspicious
TRX-004082,2025-03-09 16:38:00,CUST-1968,1440.33,Luxury_Goods,0.0123,Android,0.96,73.42,1,0,1,16,6,1,18.36750873421123,70.29,High Risk
TRX-004083,2025-01-17 11:34:00,CUST-1402,27.21,Transport,0.0123,Android,0.52,142.47,0,0,0,11,4,0,0.8033735275667386,40.32,Suspicious
TRX-004084,2025-02-08 07:11:00,CUST-1650,311.52,Electronics,4.8088,Android,0.56,64.47,1,0,0,7,5,1,3.7734840384909116,70.17,High Risk
TRX-004085,2025-01-11 16:23:00,CUST-1881,20.85,Groceries,0.0123,Android,0.14,93.38,1,0,0,16,5,0,0.7684890866709049,38.47,Normal
TRX-004086,2025-02-04 21:30:00,CUST-1929,796.29,Electronics,0.0123,Android,0.97,95.64,0,0,1,21,1,0,7.250103476821192,50.29,Suspicious
TRX-004087,2025-01-25 22:14:00,CUST-1156,27.52,Groceries,0.0123,iOS,0.81,47.97,1,0,0,22,5,0,0.41760261384521136,21.12,Normal
TRX-004088,2025-03-11 02:10:00,CUST-1021,99.26,Groceries,0.0123,Android,0.95,138.57,0,1,1,2,1,0,0.2816507845525542,14.37,Normal
TRX-004089,2025-01-20 07:38:00,CUST-1698,17.29,Transport,4.8088,Android,0.7,50.67,0,0,0,7,0,0,0.6460228372363074,32.51,Normal
TRX-004090,2025-03-30 18:09:00,CUST-1835,41.34,Food_Dining,0.0123,iOS,0.57,123.28,1,0,0,18,6,0,0.6593176697779208,33.14,Normal
TRX-004091,2025-02-13 08:42:00,CUST-1633,29.01,Groceries,0.0123,iOS,0.98,102.37,0,0,0,8,3,0,0.7096836606365483,35.78,Normal
TRX-004092,2025-01-03 12:00:00,CUST-1699,36.88,Transport,0.0123,iOS,0.59,83.39,0,0,0,12,4,0,0.5511316506695105,27.73,Normal
TRX-004093,2025-02-01 19:48:00,CUST-1161,52.33,Groceries,0.0123,iOS,0.05,48.25,1,0,0,19,5,0,0.0828426395939086,4.16,Normal
